	MS28F1_sample2	MS28F1_sample3	MS28F1_sample4	MS28F1_sample5	MS28F1_sample6	MS28F1_sample7	MS28F1_sample8	MS28F1_sample9	MS28F1_sample11	MS28F1_sample14
mmu_piR_034801|gb|DQ722296|Mus_musculus:18:67190261:67190292:Minus	2	1	0	0	0	1	1	1	0	0
mmu_piR_001460|gb|DQ543446|Mus_musculus:17:27073744:27073773:Plus	2	1	0	0	0	0	1	1	0	1
mmu_piR_035857|gb|DQ723872|Mus_musculus:5:144020273:144020300:Plus	2	1	2	1	0	1	2	0	1	1
mmu_piR_003758|gb|DQ550742|Mus_musculus:6:69446006:69446035:Plus	2	2.16666666666667	4.33333333333333	4.16666666666667	3.83333333333333	6.5	1.83333333333333	7.66666666666667	4	1.33333333333333
mmu_piR_031670|gb|DQ717708|Mus_musculus:9:67495541:67495570:Minus	2	2.25	0	3	2.33333333333333	1	3	2	1.83333333333333	0
mmu_piR_023292|gb|DQ705635|Mus_musculus:17:27023366:27023396:Minus	2	0	0	0	0	1	0	0	0.5	1
mmu_piR_036531|gb|DQ724827|Mus_musculus:X:82274337:82274367:Minus	2	0	0	1	0	0	0	0	0	0
mmu_piR_035851|gb|DQ723863|Mus_musculus:15:59088710:59088734:Minus	2	3	1	3	1	2	1	1	1	1
mmu_piR_024182|gb|DQ706967|Mus_musculus:12:98821275:98821300:Plus	2	0	5	5	6	2.5	7	3.5	1	1
mmu_piR_037397|gb|DQ726080|Mus_musculus:14:23198935:23198964:Minus	2	0	1	0	1	0	0	1	0	1
mmu_piR_008463|gb|DQ567535|Mus_musculus:14:43702972:43703001:Minus	2	0	1	0	0	0	0	0	0	0
mmu_piR_020803|gb|DQ702021|Mus_musculus:19:37324158:37324186:Minus	2	1	0	0	1	0	0	0	3	3
mmu_piR_020444|gb|DQ701499|Mus_musculus:7:69784959:69784988:Plus	2	1	0	1.5	0	0	0	0	1	1
mmu_piR_009510|gb|DQ685041|Mus_musculus:11:103253939:103253969:Plus	2	2	1	0	0	1	1	0	0	0
mmu_piR_004050|gb|DQ551472|Mus_musculus:4:93796863:93796893:Minus	2	1.5	2.5	1	0	0.5	0	0	0	5.5
mmu_piR_033113|gb|DQ719841|Mus_musculus:15:74467743:74467772:Plus	2	4	2.33333333333333	2	1	1	6	1	1	3
mmu_piR_033474|gb|DQ720382|Mus_musculus:12:98817506:98817535:Minus	2	0	1	1	0	2	0	0	0	0
mmu_piR_005588|gb|DQ556814|Mus_musculus:6:127757066:127757093:Minus	2	0	0	0	0	0	0	0	0	2
mmu_piR_024099|gb|DQ706842|Mus_musculus:7:72979065:72979096:Plus	2	0	1	0	0	0.5	1	1.5	0	0
mmu_piR_001100|gb|DQ542345|Mus_musculus:14:23198729:23198759:Minus	2	0	0	0	1	1	0	1	0	1
mmu_piR_021748|gb|DQ703371|Mus_musculus:9:54012313:54012341:Minus	2	0	2	0	0	0	1	0	0	1
mmu_piR_023898|gb|DQ706546|Mus_musculus:7:125122109:125122137:Minus	2	0	0	1	0	0	0	0	0	1
mmu_piR_004609|gb|DQ553582|Mus_musculus:2:100223280:100223308:Plus	2	5.33333333333333	1.5	4.25	3	5.33333333333333	6	7	3	5.75
mmu_piR_022260|gb|DQ704156|Mus_musculus:6:127764770:127764800:Plus	2	0	0	0	0	0	1	0	0	0
mmu_piR_032659|gb|DQ719126|Mus_musculus:17:27063300:27063329:Plus	2	0	0	0	1	1	2	0	1	0.5
mmu_piR_011108|gb|DQ687543|Mus_musculus:15:78486154:78486182:Minus	2	0	0	0	1	0	2	0	0	0
mmu_piR_022878|gb|DQ705027|Mus_musculus:10:85180555:85180584:Plus	2	0	0	0	0	1	0	0	0	0
mmu_piR_026820|gb|DQ710770|Mus_musculus:18:67168450:67168480:Minus	2	0	0	0	0	0	0	0	1	0
mmu_piR_023722|gb|DQ706292|Mus_musculus:4:93778233:93778263:Minus	2	0	0	0	0.5	1	1	1	2	3
mmu_piR_030435|gb|DQ715960|Mus_musculus:2:92396740:92396768:Plus	2	0	1	0	1	0	1	1	2	1
mmu_piR_032413|gb|DQ718766|Mus_musculus:8:114196383:114196411:Minus	2	2	1	0	0	0	0	1	2	1.5
mmu_piR_011669|gb|DQ688404|Mus_musculus:18:67172245:67172273:Minus	2	0	0	0	0	0	0	0	0	1
mmu_piR_020043|gb|DQ700911|Mus_musculus:5:150077549:150077578:Minus	2	1	3	0	0	1	1	0	1	1
mmu_piR_016101|gb|DQ695087|Mus_musculus:5:113591555:113591585:Plus	2	0.333333333333333	1.5	2.33333333333333	1	2	1	1	3	2
mmu_piR_032650|gb|DQ719113|Mus_musculus:15:59086647:59086676:Minus	2	0	1	1	1.5	1	1	2	2	0
mmu_piR_032330|gb|DQ718640|Mus_musculus:9:54031266:54031295:Minus	2	0	0	1	0	0	0	0	0	0
mmu_piR_038864|gb|piRNA_2103|Mus_musculus:2:150950883:150950908:Minus	2	1	1	1	0.5	1	1	1	1	3
mmu_piR_034764|gb|DQ722243|Mus_musculus:17:48578331:48578360:Minus	2	2	0	0	0	0	0	0	0	3
mmu_piR_039059|gb|piRNA_2575|Mus_musculus:5:150070084:150070110:Minus	2	1	0	2	0	1	0	0	0	0
mmu_piR_023340|gb|DQ705702|Mus_musculus:4:61708404:61708434:Minus	2	1	0	0	1	0	1	1	3	1
mmu_piR_011686|gb|DQ688426|Mus_musculus:5:113577771:113577800:Minus	2	0	0	1	2	0	1	0	0	0
mmu_piR_013300|gb|DQ690910|Mus_musculus:2:92360946:92360974:Plus	2	0	0	0	0	0	1	0	1	0
mmu_piR_022917|gb|DQ705085|Mus_musculus:18:67167597:67167626:Minus	2	1	2.25	1.33333333333333	0.5	1.83333333333333	2.16666666666667	0.833333333333333	0.833333333333333	1.33333333333333
mmu_piR_034430|gb|DQ721776|Mus_musculus:3:35064472:35064501:Plus	2	0	0	0	0	1	2	0	0	1
mmu_piR_027679|gb|DQ712003|Mus_musculus:5:150060356:150060385:Minus	2	0	1	1	3	0	3	1	3.5	0
mmu_piR_007308|gb|DQ563489|Mus_musculus:13:52134896:52134926:Plus	2	0	1	0	0	0	0	0	0	1
mmu_piR_026240|gb|DQ709940|Mus_musculus:6:127780481:127780510:Plus	2	0	1.5	1	1	0.5	1	1.5	2	5
mmu_piR_020766|gb|DQ701969|Mus_musculus:8:95081345:95081373:Plus	2	0	1	2	1	3	3	3	1	1
mmu_piR_032989|gb|DQ719628|Mus_musculus:6:81864206:81864234:Minus	2	2	1	0	2	0	5	0	1	1
mmu_piR_012660|gb|DQ689935|Mus_musculus:7:69794892:69794922:Plus	2	0	0	0	0	0	0	0	0.5	0
mmu_piR_024894|gb|DQ707968|Mus_musculus:9:54045062:54045090:Minus	2	4	4	4	2	4	5	2	2	0
mmu_piR_027896|gb|DQ712311|Mus_musculus:9:54043177:54043205:Minus	2	0	3	2	0	1	1	0	6	2
mmu_piR_006400|gb|DQ561057|Mus_musculus:7:73682702:73682732:Minus	2	0.5	0	0.5	0.5	0.5	1.75	1.5	1.75	0.5
mmu_piR_025849|gb|DQ709355|Mus_musculus:5:150092730:150092759:Minus	2	0	0.5	0	0	1.33333333333333	0	1	2	0
mmu_piR_036834|gb|DQ725260|Mus_musculus:17:27033067:27033094:Minus	2	0	2	3	2	0	4	0	0	0
mmu_piR_027821|gb|DQ712207|Mus_musculus:4:93787259:93787288:Minus	2	0	0	1	0	0	1	0	0	0
mmu_piR_005095|gb|DQ555055|Mus_musculus:7:73691130:73691159:Plus	2	0	0	0	0	0.5	0	0	0	0
mmu_piR_025477|gb|DQ708814|Mus_musculus:9:54013680:54013708:Minus	2	1	0	1	0	0	0	0	1	1
mmu_piR_033307|gb|DQ720131|Mus_musculus:5:150070685:150070713:Minus	2	0	1	0	1	0	2	0	0	1.5
mmu_piR_034641|gb|DQ722073|Mus_musculus:5:150072783:150072813:Minus	2	0	2	4	0	1	0	0	1	2
mmu_piR_032220|gb|DQ718485|Mus_musculus:7:73013311:73013338:Plus	2	0	1	1	0	0	0	1	0	0
mmu_piR_020041|gb|DQ700909|Mus_musculus:2:92362862:92362888:Plus	2	0.5	1.5	0.5	1.5	0	1.5	2	2	3.5
mmu_piR_017075|gb|DQ696511|Mus_musculus:4:57454945:57454975:Minus	2	3.5	0	2	0.5	2	3	2	2	2
mmu_piR_020597|gb|DQ701724|Mus_musculus:15:74474656:74474687:Plus	2	2	1.5	0	2.5	3	1.5	1	1.5	0
mmu_piR_015449|gb|DQ694113|Mus_musculus:2:150947769:150947796:Minus	2	0	0	0	0.5	0.5	0.5	0	1	0.5
mmu_piR_013136|gb|DQ690675|Mus_musculus:17:27058691:27058720:Plus	2	0	1	1	0	1	3	1	0	0
mmu_piR_026742|gb|DQ710657|Mus_musculus:2:92364237:92364267:Plus	2	0	0	0	0	1	0	0	1	0
mmu_piR_031293|gb|DQ717163|Mus_musculus:7:69793491:69793520:Plus	2	1	5	1	0	1	0	0	0	0
mmu_piR_030930|gb|DQ716655|Mus_musculus:5:113589432:113589460:Plus	2	1	1	2	1	0	3	1	0	0
mmu_piR_030696|gb|DQ716319|Mus_musculus:7:73688643:73688672:Minus	2	1.5	2	4	3	0	4	1	1	2
mmu_piR_033102|gb|DQ719823|Mus_musculus:4:93810937:93810967:Minus	2	1	0	0	0	0	0	0	0	0
mmu_piR_012271|gb|DQ689351|Mus_musculus:18:67163267:67163296:Minus	2	0	0	0	0	0	0	0	0	0
mmu_piR_036244|gb|DQ724421|Mus_musculus:17:27061268:27061297:Plus	2	0	0	1	6	0	3	0	2	1
mmu_piR_000551|gb|DQ540808|Mus_musculus:17:27073842:27073873:Plus	2	0	0	0	1	0	0	2	1	1
mmu_piR_007376|gb|DQ563745|Mus_musculus:17:27084435:27084464:Plus	2	1	0	0	0	1	1	1	1	2.5
mmu_piR_028444|gb|DQ713105|Mus_musculus:17:66115144:66115169:Plus	2	0	2.5	0.5	0	0.5	2	0	2.5	0.5
mmu_piR_031575|gb|DQ717571|Mus_musculus:9:67537995:67538020:Plus	2	0	4	4	2	3	2	1	2	0
mmu_piR_020848|gb|DQ702092|Mus_musculus:2:150843213:150843241:Plus	2	1.5	1	0.5	1	1	2.5	1	0	0
mmu_piR_005589|gb|DQ556815|Mus_musculus:15:59088593:59088623:Minus	2	1.5	3.66666666666667	2	0.5	1	1.5	1	1	1.5
mmu_piR_020176|gb|DQ701103|Mus_musculus:4:93823399:93823428:Minus	2	2	3	1	6	4	2	2	6	3
mmu_piR_006027|gb|DQ558074|Mus_musculus:8:95080012:95080042:Plus	2	0.5	0.5	1.5	0	1.5	1.16666666666667	1	2.33333333333333	0.5
mmu_piR_033930|gb|DQ721051|Mus_musculus:5:150080546:150080575:Minus	2	0	0	0	0	0	1	0	1	0
mmu_piR_010990|gb|DQ687368|Mus_musculus:2:150844231:150844261:Plus	2	0	2	6	4	2	3	1	1	1
mmu_piR_028737|gb|DQ713511|Mus_musculus:5:150096582:150096612:Minus	2	0	0	0	0	1	0	0	0	0
mmu_piR_031885|gb|DQ717990|Mus_musculus:15:78486486:78486514:Minus	2	1	1	0	1	0	0	0	0	0
mmu_piR_019276|gb|DQ699764|Mus_musculus:15:78487146:78487175:Minus	2	0	0	0	0	1	0	0	0	0
mmu_piR_034891|gb|DQ722429|Mus_musculus:2:92362334:92362362:Plus	2	2	2	2	3	2	1	0	2	3
mmu_piR_014884|gb|DQ693291|Mus_musculus:6:127766526:127766554:Plus	2	1	0.5	1	1	2	1.5	1	2.33333333333333	1.5
mmu_piR_036481|gb|DQ724760|Mus_musculus:9:67528591:67528620:Minus	2	1	1	4	0	2	2	0	2	1
mmu_piR_034959|gb|DQ722542|Mus_musculus:6:127764580:127764610:Plus	2	1	1.25	2	1.75	0.583333333333333	1.83333333333333	1	2.58333333333333	3.33333333333333
mmu_piR_026152|gb|DQ709799|Mus_musculus:7:69792441:69792470:Plus	2	1	0	1	0	0	0	6	1	2
mmu_piR_013140|gb|DQ690682|Mus_musculus:8:95079200:95079228:Plus	2	0	2.5	1	2	1.5	0	0	3.5	1
mmu_piR_028279|gb|DQ712873|Mus_musculus:7:69793782:69793811:Plus	2	0	3	1	1	1	3	1	0	1
mmu_piR_037717|gb|DQ726530|Mus_musculus:6:81865998:81866027:Minus	2	1	0	0	2	0	2	0	0	0
mmu_piR_024818|gb|DQ707861|Mus_musculus:2:150841436:150841466:Plus	2	0	1	2	1	2	1	1	1	0
mmu_piR_011119|gb|DQ687564|Mus_musculus:12:98821281:98821307:Plus	2	0	1	1	0	0.5	1	1.5	0	0
mmu_piR_029815|gb|DQ715065|Mus_musculus:9:67495589:67495619:Minus	2	0.833333333333333	0.5	0.833333333333333	0	0.333333333333333	1.16666666666667	0	0.333333333333333	0
mmu_piR_015101|gb|DQ693599|Mus_musculus:10:75301193:75301222:Plus	2	1.5	0	1	0	1	0.333333333333333	0.333333333333333	1.5	0.5
mmu_piR_019484|gb|DQ700067|Mus_musculus:9:54022606:54022635:Minus	2	3	1	1	1	2	3	1	2	0
mmu_piR_007016|gb|DQ562630|Mus_musculus:7:73012671:73012701:Plus	2	0	0	0	0	0	0	0	0	0
mmu_piR_039986|gb|piRNA_999|Mus_musculus:17:66116862:66116892:Plus	2	0	1.5	0.5	0.5	0.5	2.33333333333333	0	2.66666666666667	0
mmu_piR_039392|gb|piRNA_3159|Mus_musculus:7:73672365:73672390:Minus	2	0	0	0	0	1	0	0	0	0
mmu_piR_029562|gb|DQ714723|Mus_musculus:9:54023122:54023150:Minus	2	0	0	1	0	0	1	0	1	0
mmu_piR_020400|gb|DQ701438|Mus_musculus:10:75304838:75304864:Plus	2	0	0	0	0	0	0	0	0	0
mmu_piR_031903|gb|DQ718016|Mus_musculus:17:66102939:66102968:Minus	2	0	1	0	1	1	0	0.5	0.5	0
mmu_piR_008180|gb|DQ566510|Mus_musculus:6:127769031:127769060:Plus	2	0	2	1	0	0	0.5	0	0	0
mmu_piR_032560|gb|DQ718984|Mus_musculus:2:150841573:150841602:Plus	2	2	1	2	0.5	0.5	2	0	3.5	1
mmu_piR_018736|gb|DQ698983|Mus_musculus:2:150942771:150942801:Minus	2	0	0	0	0	0	0	0	0	2
mmu_piR_039118|gb|piRNA_2689|Mus_musculus:6:127766161:127766187:Plus	2	0	1	1	0	0	0	1	0	0
mmu_piR_026795|gb|DQ710740|Mus_musculus:7:69778200:69778230:Minus	2	0.5	4	3.83333333333333	3.5	4	3	2.5	1	1.5
mmu_piR_033406|gb|DQ720281|Mus_musculus:2:92392624:92392653:Plus	2	0	0	0	0	1	2	0	0	0
mmu_piR_035340|gb|DQ723102|Mus_musculus:7:72984863:72984892:Plus	2	2	0	1	1	3	6	0	1	4
mmu_piR_024984|gb|DQ708096|Mus_musculus:2:92397538:92397565:Plus	2	0	0	0	0	0	1	0	1	2
mmu_piR_012486|gb|DQ689666|Mus_musculus:9:67525309:67525336:Minus	2	0	1	0	0	0	1	0	1	0
mmu_piR_010314|gb|DQ686306|Mus_musculus:15:59087557:59087582:Minus	2	2	1	1	1	0	3	3	0	0
mmu_piR_008807|gb|DQ568542|Mus_musculus:9:67498696:67498725:Minus	2	0	1	1	1	0	0	2.5	1.5	0
mmu_piR_024500|gb|DQ707406|Mus_musculus:9:67498861:67498892:Minus	2	0	1	1	1	1	0	0	0	0
mmu_piR_021903|gb|DQ703606|Mus_musculus:9:67521943:67521971:Minus	2	1	0.5	1.5	1	0	1	0	0	1
mmu_piR_021853|gb|DQ703530|Mus_musculus:7:69778252:69778281:Minus	2	0	1	0	0	0	2	1	0	0
mmu_piR_022554|gb|DQ704590|Mus_musculus:6:127752181:127752210:Minus	2	0.833333333333333	2.66666666666667	0.666666666666667	0.5	0.333333333333333	2.33333333333333	0.833333333333333	2	0
mmu_piR_035869|gb|DQ723889|Mus_musculus:18:67171163:67171188:Minus	2	0.5	1.5	0.5	0	0	0	0	0	0
mmu_piR_017861|gb|DQ697667|Mus_musculus:15:83183003:83183034:Minus	2	1	1	2.5	0	1	1	0	0	0
mmu_piR_036454|gb|DQ724719|Mus_musculus:7:73663180:73663208:Minus	2	2	5	1	1	0	1	1	1	1
mmu_piR_033410|gb|DQ720287|Mus_musculus:4:41998040:41998069:Plus	2	0	0	1	1	1	1	0	0	0
mmu_piR_013654|gb|DQ691459|Mus_musculus:2:150952257:150952286:Minus	2	0	2.5	1.5	1	0	1	0	2.5	3
mmu_piR_016479|gb|DQ695642|Mus_musculus:6:83553176:83553205:Plus	2	0	1	1	0	0	0	0	1	1
mmu_piR_024453|gb|DQ707338|Mus_musculus:17:66097729:66097757:Minus	2	1	2.5	0.5	0	1.5	2	0	0.5	1.5
mmu_piR_009407|gb|DQ684856|Mus_musculus:15:74469201:74469227:Plus	2	0.5	2	1	0	0	1	0	2	1
mmu_piR_005092|gb|DQ555049|Mus_musculus:7:73698556:73698586:Plus	2	1	0	1	0	0	1	1	0	1
mmu_piR_026838|gb|DQ710795|Mus_musculus:6:128409849:128409875:Plus	2	2	1	0	2	0	1	0	3	0
mmu_piR_018038|gb|DQ697913|Mus_musculus:10:20000845:20000873:Minus	2	0	0	0	0	0	0	0	0	0
mmu_piR_034287|gb|DQ721565|Mus_musculus:6:127763700:127763731:Plus	2	2	3	1.5	3.5	2.5	4	1	2.5	3
mmu_piR_032644|gb|DQ719102|Mus_musculus:7:69788828:69788853:Plus	2	2	0	2	0.5	0	0	0	2	0
mmu_piR_025975|gb|DQ709526|Mus_musculus:9:54040437:54040465:Minus	2	0	1	0	0	1	1	0	2	0
mmu_piR_032965|gb|DQ719580|Mus_musculus:3:124404415:124404444:Minus	2	0	1	2.5	0	2.5	1	1	0.5	0.5
mmu_piR_016522|gb|DQ695706|Mus_musculus:2:150946144:150946173:Minus	2	0	0	0	1	1	2	0	1	0
mmu_piR_037421|gb|DQ726113|Mus_musculus:2:92353190:92353219:Plus	2	0	3.5	1	1.5	3	5.5	2	3	1
mmu_piR_018867|gb|DQ699182|Mus_musculus:10:85195309:85195336:Plus	2	0	0.25	0	2.25	1	0.25	0	0	0
mmu_piR_027138|gb|DQ711221|Mus_musculus:10:75302234:75302262:Plus	2	1	1	0	0	1	0	0	0.5	2
mmu_piR_012262|gb|DQ689340|Mus_musculus:12:98821543:98821572:Plus	2	2	1	0	1.5	0	2	0	0	2
mmu_piR_001680|gb|DQ544159|Mus_musculus:17:27047344:27047374:Minus	2	0	0	0	0	0	0	0	0	0
mmu_piR_010066|gb|DQ685924|Mus_musculus:12:98821313:98821342:Plus	2	1	2	0	0.5	1.5	1.5	2	1.5	1
mmu_piR_035007|gb|DQ722614|Mus_musculus:4:93801536:93801566:Minus	2	2	3.5	7	2	3	4	2.5	6	2
mmu_piR_027779|gb|DQ712156|Mus_musculus:5:150094908:150094938:Minus	2	0	0	0	0	0	0	1	2	0
mmu_piR_015244|gb|DQ693803|Mus_musculus:5:150092125:150092154:Minus	2	0.75	0	1.58333333333333	1	1	3.25	4	0.5	0
mmu_piR_024519|gb|DQ707433|Mus_musculus:2:92352559:92352587:Plus	2	1	0	0	0	0	1	0	1	0
mmu_piR_036170|gb|DQ724325|Mus_musculus:9:67503572:67503601:Minus	2	0	0	0	1	0	0	0	0	2
mmu_piR_009570|gb|DQ685130|Mus_musculus:5:113590986:113591015:Plus	2	0	0.333333333333333	0	0	0	0	0	0	0
mmu_piR_036523|gb|DQ724817|Mus_musculus:2:92381645:92381676:Plus	2	2	7	2	3	5	7	3	5	3
mmu_piR_021338|gb|DQ702766|Mus_musculus:17:27058937:27058967:Plus	2	1	1.5	1	0	1	1	1	0	2
mmu_piR_026172|gb|DQ709830|Mus_musculus:13:52135554:52135583:Plus	2	0	1	1	1	0	0	0	0	1
mmu_piR_030436|gb|DQ715963|Mus_musculus:6:127781174:127781201:Plus	2	0	1	0	0	0	3	0	0	1
mmu_piR_035309|gb|DQ723065|Mus_musculus:17:66097080:66097111:Minus	2	2	0	0	0	0	1	1	2	3
mmu_piR_030031|gb|DQ715386|Mus_musculus:7:73676745:73676774:Minus	2	0	1	0	0	1	0	0	1	0
mmu_piR_017690|gb|DQ697423|Mus_musculus:4:93815657:93815685:Minus	2	0	1	0	1	1	0	0	4	2
mmu_piR_028272|gb|DQ712860|Mus_musculus:4:93822902:93822931:Minus	2	0.5	0.5	2.5	2	1	0.5	0	1	0.5
mmu_piR_017427|gb|DQ697032|Mus_musculus:17:27033960:27033989:Minus	2	0	0	0	0.333333333333333	0	0	0	0	2
mmu_piR_020787|gb|DQ701998|Mus_musculus:14:18434525:18434555:Minus	2	4	0	3	1	6	0	0	4	2
mmu_piR_037720|gb|DQ726533|Mus_musculus:9:67510541:67510566:Minus	2	1	2	2	0	1	1	0	4	0
mmu_piR_006783|gb|DQ561951|Mus_musculus:18:67168885:67168914:Minus	2	1	0	0.5	0.5	0	1	1.5	1	1
mmu_piR_019323|gb|DQ699837|Mus_musculus:4:93774804:93774832:Minus	2	0	0	0	0	0	0	0	0	0
mmu_piR_025757|gb|DQ709220|Mus_musculus:9:67523126:67523155:Minus	2	0	0	0	0	0	0	1	0	0
mmu_piR_037399|gb|DQ726082|Mus_musculus:4:93817504:93817532:Minus	2	0	0	1.5	2	0	4	0	2	0
mmu_piR_029080|gb|DQ714029|Mus_musculus:10:66090036:66090064:Minus	2	1	0	0	1	2	1	0	4	2
mmu_piR_016953|gb|DQ696337|Mus_musculus:2:92375868:92375896:Plus	2	0	3	3	0	0	0	0	0	1
mmu_piR_007214|gb|DQ563183|Mus_musculus:14:43701681:43701709:Minus	2	0.333333333333333	1	1.5	0.333333333333333	0	1	1.5	0.5	0.333333333333333
mmu_piR_026255|gb|DQ709961|Mus_musculus:15:59085344:59085374:Minus	2	0	1	0	1	3	3	1	4	2
mmu_piR_014170|gb|DQ692238|Mus_musculus:14:43699322:43699353:Minus	2	0	0	1	0	0	0	0	0	0.5
mmu_piR_012405|gb|DQ689546|Mus_musculus:7:73659591:73659616:Minus	2	0	1	0.5	0.5	1	1	1	0.5	1
mmu_piR_037809|gb|DQ726660|Mus_musculus:4:57453474:57453505:Minus	2	0	0	0.5	1	1	0	0	1	0
mmu_piR_005971|gb|DQ557915|Mus_musculus:10:85178470:85178498:Plus	2	1	0	0	1	0	1	1	2	0
mmu_piR_037449|gb|DQ726151|Mus_musculus:2:92362815:92362843:Plus	2	1	0	0	1	1	0	1	3	1
mmu_piR_017599|gb|DQ697295|Mus_musculus:7:73663262:73663291:Minus	2	1	1	1	0	0	1.5	0	1	1
mmu_piR_030659|gb|DQ716266|Mus_musculus:12:98797023:98797052:Minus	2	4	4	1	2	1	4	1	5	2
mmu_piR_030317|gb|DQ715794|Mus_musculus:9:67540215:67540244:Plus	2	1	1	2	1	0	0	0	2	1
mmu_piR_007637|gb|DQ564607|Mus_musculus:2:127383624:127383653:Plus	2	3	3	3	0	3	0	1	4	1
mmu_piR_005051|gb|DQ554941|Mus_musculus:15:83182395:83182426:Minus	2	1	0	0	1	1	1	1	0	2
mmu_piR_039635|gb|piRNA_36|Mus_musculus:10:66089889:66089911:Minus	2	0	0	0	0	0	1	0	0	0
mmu_piR_007169|gb|DQ563017|Mus_musculus:12:98801378:98801403:Minus	2	4	1	2	0	2	1	0	0	3
mmu_piR_023986|gb|DQ706672|Mus_musculus:7:73664895:73664923:Minus	2	1	1	0	0.5	0	0	0	1	1
mmu_piR_033075|gb|DQ719781|Mus_musculus:2:150944730:150944759:Minus	2	0	1	1	2.5	0	0	1	1	0
mmu_piR_015664|gb|DQ694428|Mus_musculus:12:98823191:98823215:Plus	2	0	0	0.5	0.5	1	2.5	1	2	0
mmu_piR_016153|gb|DQ695160|Mus_musculus:17:27049154:27049184:Minus	2	1	1	4	2	1	4	2	7	2
mmu_piR_010396|gb|DQ686444|Mus_musculus:9:67514949:67514977:Minus	2	0	1.5	0	2	0	2.5	2	1.5	2
mmu_piR_022466|gb|DQ704467|Mus_musculus:5:150092682:150092710:Minus	2	1	2	0	0	0	2	0	2.5	1
mmu_piR_011128|gb|DQ687576|Mus_musculus:7:73662861:73662891:Minus	2	0.5	1.5	0	0.5	0	1	1	0	0
mmu_piR_019616|gb|DQ700269|Mus_musculus:11:103253383:103253411:Plus	2	1	1	1.33333333333333	1	1	0.5	0.5	1	1
mmu_piR_019858|gb|DQ700632|Mus_musculus:7:72983926:72983955:Plus	2	1	2	0.5	0	0	0.5	1.5	1.5	1
mmu_piR_027795|gb|DQ712176|Mus_musculus:6:127767932:127767958:Plus	2	2	0	2	4	0	2	2	1	2
mmu_piR_028027|gb|DQ712506|Mus_musculus:15:79755447:79755474:Plus	2	0	0	0	1	0	3	1	0	0
mmu_piR_005801|gb|DQ557377|Mus_musculus:9:54035789:54035819:Minus	2	0	0	1	1	1	1	0	0	0
mmu_piR_010519|gb|DQ686648|Mus_musculus:12:98812891:98812921:Minus	2	0	0	0	0	0	0	1	0	0
mmu_piR_014225|gb|DQ692315|Mus_musculus:9:67520323:67520353:Minus	2	0	0.5	0.5	0.5	1	2	0	1	0
mmu_piR_026351|gb|DQ710106|Mus_musculus:12:98801442:98801469:Minus	2	2.5	2	0	3	1	2.5	1	1.5	7
mmu_piR_018114|gb|DQ698032|Mus_musculus:6:127780048:127780077:Plus	2	2	0	1	4	0	2	2	4	4
mmu_piR_016652|gb|DQ695903|Mus_musculus:9:54032160:54032188:Minus	2	1	0	0.25	0	0	1	0.333333333333333	1.25	1
mmu_piR_000016|gb|AB251011|Mus_musculus:4:61708101:61708121:Minus	2	0	0	2.5	1	1.5	1	1	4	1
mmu_piR_013010|gb|DQ690495|Mus_musculus:2:92343549:92343578:Plus	2	1	0	1	0	0	2	1	0	0
mmu_piR_031680|gb|DQ717721|Mus_musculus:18:67168884:67168913:Minus	2	1	0	0.5	0.5	0	1	0.5	1	1
mmu_piR_018411|gb|DQ698515|Mus_musculus:2:92387845:92387874:Plus	2	3	1	0	1	1	1.5	0	0	0
mmu_piR_005018|gb|DQ554844|Mus_musculus:13:50384549:50384578:Plus	2	1	0	0	0	0	0	1	0	0
mmu_piR_036687|gb|DQ725051|Mus_musculus:2:92375688:92375716:Plus	2	1	0.5	2	0	1	7	1	0	0
mmu_piR_036548|gb|DQ724851|Mus_musculus:6:127770651:127770682:Plus	2	0	0	0	0	0	1	1	2	1
mmu_piR_021080|gb|DQ702407|Mus_musculus:18:67165131:67165160:Minus	2	0.5	0.45	0	0.25	0	0.5	0	0	0.25
mmu_piR_015777|gb|DQ694593|Mus_musculus:5:113573553:113573583:Minus	2	1	0	1	1	0	0	1	3	1
mmu_piR_003290|gb|DQ549366|Mus_musculus:10:62080982:62081013:Plus	2	0.5	1	2.5	4	1	1.5	1	1	1.5
mmu_piR_039288|gb|piRNA_2988|Mus_musculus:7:69777462:69777487:Minus	2	0	0	0	0	0	0	0	0	0.5
mmu_piR_013704|gb|DQ691534|Mus_musculus:10:75301189:75301218:Plus	2	2.66666666666667	0	1.83333333333333	0	0	0.333333333333333	0.333333333333333	2.5	0.5
mmu_piR_013525|gb|DQ691267|Mus_musculus:19:37323679:37323708:Minus	2	0	1	1	0	0	0	0	1	0
mmu_piR_026190|gb|DQ709866|Mus_musculus:15:74472114:74472142:Plus	2	1.5	2	0.5	1	1	2.5	0	2.5	1
mmu_piR_014457|gb|DQ692660|Mus_musculus:6:127753909:127753937:Minus	2	4	2	2	1	0	2	0	4	2
mmu_piR_024211|gb|DQ707007|Mus_musculus:4:93776320:93776349:Minus	2	0	1	0	0	1	0	0	0	0
mmu_piR_036102|gb|DQ724228|Mus_musculus:5:113570322:113570348:Minus	2	0	1	0	0	2	0	0	1	1
mmu_piR_037212|gb|DQ725806|Mus_musculus:6:127762759:127762788:Plus	2	0.333333333333333	0	0.5	0	0	0.5	0	0	0
